selling_price,year,km_driven,mileage,engine,max_power,make,model,transmission_type,seats_coupe,seats_family,seats_large,fuel_cng,fuel_diesel,fuel_electric,fuel_lpg,fuel_petrol,seller_dealer,seller_individual,seller_trustmark dealer
1.4,2011.0,120000,19.7,1476.3274007038713,5.0,Maruti,Omni E 8 Str STD,1,0,1,0,0,0,0,0,1,0,1,0
5.11,2017.0,28000,18.9,1197.0,82.0,Hyundai,Grand i10 Sportz,1,0,1,0,0,0,0,0,1,1,0,0
3.1,2018.0,15000,24.7,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,0,1,0
2.5,2016.0,70000,22.74,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,0,1,0
3.3,2013.0,120000,20.36,1197.0,78.9,Hyundai,i10 Magna,1,0,1,0,0,0,0,0,1,0,1,0
7.3,2016.0,75100,19.6,1461.0,108.45,Renault,Duster 110PS Diesel RxZ AMT,0,0,1,0,0,1,0,0,0,1,0,0
7.0,2017.0,47000,17.21,1197.0,103.5,Volkswagen,Polo 2015-2019 GT TSI,0,0,1,0,0,0,0,0,1,1,0,0
3.5,2015.0,48000,19.49,1198.0,67.04,Nissan,Micra Active XV Petrol,1,0,1,0,0,0,0,0,1,0,1,0
1.55,2010.0,64857,20.0,1399.0,68.0,Ford,Figo Diesel Titanium,1,0,1,0,0,1,0,0,0,1,0,0
5.0,2016.0,40000,18.16,1196.0,86.8,Ford,Aspire 1.2 Ti-VCT Titanium,1,0,1,0,0,0,0,0,1,0,1,0
2.3,2009.0,59740,20.36,1197.0,78.9,Hyundai,i10 Magna 1.2,1,0,1,0,0,0,0,0,1,1,0,0
1.5,2009.0,90000,16.36,1495.0,93.7,Hyundai,Accent Executive,1,0,1,0,0,0,0,0,1,0,1,0
18.0,2018.0,135000,11.36,2755.0,171.5,Toyota,Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,0,0,0,1,0,1,0,0,0,1,0,0
2.85,2012.0,80000,14.0,2498.0,112.0,Mahindra,Xylo D4 BSIV,1,0,0,1,0,1,0,0,0,1,0,0
5.9,2016.0,75815,20.14,1498.0,88.5,Volkswagen,Polo 1.5 TDI Highline Plus,1,0,1,0,0,1,0,0,0,1,0,0
3.6,2012.0,72000,28.4,1248.0,74.0,Maruti,Swift LDI,1,0,1,0,0,1,0,0,0,1,0,0
8.5,2018.0,90000,21.5,1497.0,108.5,Tata,Nexon 1.5 Revotorq XZ Plus,1,0,1,0,0,1,0,0,0,0,1,0
9.75,2018.0,40000,22.0,1582.0,126.2,Hyundai,Verna CRDi 1.6 SX,1,0,1,0,0,1,0,0,0,0,1,0
4.31,2015.0,19010,23.1,998.0,67.04,Maruti,Celerio VXI,1,0,1,0,0,0,0,0,1,1,0,0
7.0,2013.0,100000,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,0,1,0
7.95,2013.0,90327,19.33,1968.0,138.1,Volkswagen,Jetta 2.0L TDI Highline,1,0,1,0,0,1,0,0,0,1,0,0
5.98,2018.0,31834,24.0,1186.0,73.97,Hyundai,Grand i10 1.2 CRDi Sportz,1,0,1,0,0,1,0,0,0,1,0,0
1.9,2012.0,82358,14.8,2499.0,80.0,Chevrolet,Tavera B1-10 seats BSII,1,0,0,1,0,1,0,0,0,1,0,0
2.5,2013.0,25000,18.2,1199.0,84.8,Chevrolet,Sail Hatchback Petrol,1,0,1,0,0,0,0,0,1,0,1,0
4.7,2017.0,32388,21.63,998.0,67.04,Maruti,Celerio VXI AMT Optional,0,0,1,0,0,0,0,0,1,1,0,0
7.0,2019.0,60000,25.4,1186.0,73.97,Hyundai,Xcent 1.2 CRDi SX,1,0,1,0,0,1,0,0,0,0,1,0
2.52,2016.0,50000,25.17,799.0,53.3,Renault,KWID RXL,1,0,1,0,0,0,0,0,1,0,1,0
2.3,2008.0,110000,18.1,1493.0,110.0,Hyundai,Verna CRDi SX ABS,1,0,1,0,0,1,0,0,0,0,1,0
17.9,2019.0,5400,16.8,1353.0,138.0,Kia,Seltos GTX Plus DCT,0,0,1,0,0,0,0,0,1,1,0,0
2.5,2013.0,120000,20.0,1399.0,68.1,Ford,Figo Diesel Celebration Edition,1,0,1,0,0,1,0,0,0,0,1,0
8.0,2016.0,110000,24.3,1248.0,88.5,Maruti,Vitara Brezza ZDi,1,0,1,0,0,1,0,0,0,0,1,0
5.7,2017.0,15000,25.32,1198.0,77.0,Mahindra,KUV100 NXT D75 K6 Plus 5Str,1,0,1,0,0,1,0,0,0,1,0,0
5.2,2015.0,75000,23.0,1396.0,90.0,Hyundai,i20 1.4 CRDi Sportz,1,0,1,0,0,1,0,0,0,1,0,0
4.25,2020.0,1001,23.0,999.0,67.0,Datsun,RediGO AMT 1.0 S,0,0,1,0,0,0,0,0,1,1,0,0
7.25,2017.0,52000,28.09,1248.0,88.5,Maruti,Ciaz 1.3 Delta,1,0,1,0,0,1,0,0,0,1,0,0
11.99,2017.0,66000,13.0,1591.0,121.3,Hyundai,Creta 1.6 VTVT AT SX Plus,0,0,1,0,0,0,0,0,1,1,0,0
5.4,2015.0,78389,24.0,1120.0,70.0,Hyundai,Grand i10 CRDi Asta,1,0,1,0,0,1,0,0,0,1,0,0
2.3,2005.0,100000,14.8,2499.0,80.0,Chevrolet,Tavera B2-10 seats BSIII,1,0,0,1,0,1,0,0,0,0,1,0
6.6,2015.0,64000,22.54,1396.0,88.73,Hyundai,i20 Asta 1.4 CRDi,1,0,1,0,0,1,0,0,0,1,0,0
6.3,2019.0,20000,18.6,1197.0,81.86,Hyundai,i20 Magna Plus BSIV,1,0,1,0,0,0,0,0,1,0,1,0
4.3,2014.0,54892,23.59,1364.0,67.06,Toyota,Etios Liva GD,1,0,1,0,0,1,0,0,0,1,0,0
7.9,2020.0,22200,28.4,1248.0,74.02,Maruti,Swift Dzire AMT VDI,0,0,1,0,0,1,0,0,0,1,0,0
1.0,2003.0,20000,17.0,1476.3274007038713,5.0,Hyundai,Santro Xing XG,1,0,1,0,0,0,0,0,1,0,1,0
4.75,2015.0,82000,27.3,1498.0,98.6,Honda,Jazz 1.5 SV i DTEC,1,0,1,0,0,1,0,0,0,1,0,0
7.5,2019.0,8345,19.0,1199.0,88.76,Honda,Amaze V CVT Petrol BSIV,0,0,1,0,0,0,0,0,1,0,1,0
3.11,2011.0,45000,23.2,1248.0,73.94,Maruti,Ritz VDI (ABS) BS IV,1,0,1,0,0,1,0,0,0,1,0,0
3.85,2016.0,75000,23.2,1248.0,73.94,Maruti,Ritz LDi,1,0,1,0,0,1,0,0,0,1,0,0
4.5,2013.0,54000,22.9,1248.0,74.0,Maruti,Swift VDI,1,0,1,0,0,1,0,0,0,0,1,0
6.43,2017.0,37903,18.9,1197.0,81.86,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,1,0,1,0,0,0,0,0,1,1,0,0
2.95,2015.0,71500,23.1,998.0,67.04,Maruti,Celerio VXI,1,0,1,0,0,0,0,0,1,1,0,0
6.95,2015.0,72000,26.59,1248.0,74.0,Maruti,Swift Dzire ZDI,1,0,1,0,0,1,0,0,0,1,0,0
5.35,2016.0,5000,24.0,1120.0,70.0,Hyundai,Grand i10 CRDi Sportz,1,0,1,0,0,1,0,0,0,0,1,0
3.2,2017.0,30000,20.3,998.0,68.05,Hyundai,EON 1.0 Era Plus,1,0,1,0,0,0,0,0,1,0,1,0
4.5,2013.0,80000,19.87,1461.0,83.8,Renault,Duster 85PS Diesel RxL,1,0,1,0,0,1,0,0,0,1,0,0
4.65,2013.0,83500,15.11,1598.0,103.6,Volkswagen,Polo GT TDI,1,0,1,0,0,1,0,0,0,1,0,0
4.0,2013.0,30000,21.9,1396.0,90.0,Hyundai,i20 1.4 CRDi Magna,1,0,1,0,0,1,0,0,0,1,0,0
3.1,2011.0,80000,21.1,1248.0,73.9,Maruti,Ritz VDi,1,0,1,0,0,1,0,0,0,0,1,0
1.8,2005.0,139000,17.4,1599.0,104.0,Chevrolet,Optra 1.6,1,0,1,0,0,0,0,0,1,1,0,0
9.7,2019.0,26473,21.9,1498.0,98.6,Honda,BRV i-DTEC S MT,1,0,1,0,0,1,0,0,0,1,0,0
1.53,2012.0,15000,18.06,2523.0,63.0,Mahindra,Thar 4X2,1,0,1,0,0,1,0,0,0,0,1,0
6.0,2016.0,21689,18.9,1197.0,82.0,Hyundai,Grand i10 AT Asta,0,0,1,0,0,0,0,0,1,1,0,0
6.5,2018.0,13300,22.0,1197.0,81.8,Maruti,Swift VXI 2018,1,0,1,0,0,0,0,0,1,0,1,0
5.4,2019.0,20000,23.84,1199.0,83.83,Tata,Tiago 2019-2020 XZA Plus,0,0,1,0,0,0,0,0,1,0,1,0
45.0,2015.0,58000,12.9,2993.0,270.88,Jaguar,XJ 3.0L Portfolio LWB,0,0,1,0,0,1,0,0,0,1,0,0
1.75,2008.0,50000,20.36,1197.0,78.9,Hyundai,i10 Sportz,1,0,1,0,0,0,0,0,1,0,1,0
5.99,2018.0,37000,19.1,1197.0,82.0,Hyundai,Xcent 1.2 Kappa S AT,0,0,1,0,0,0,0,0,1,1,0,0
6.25,2015.0,72000,22.54,1396.0,88.73,Hyundai,i20 Sportz 1.4 CRDi,1,0,1,0,0,1,0,0,0,1,0,0
10.75,2019.0,20000,17.4,1497.0,117.6,Honda,City i-VTEC VX,1,0,1,0,0,0,0,0,1,0,1,0
3.5,2010.0,48216,20.36,1197.0,78.9,Hyundai,i10 Asta 1.2,1,0,1,0,0,0,0,0,1,1,0,0
5.5,2015.0,115958,22.32,1582.0,126.3,Hyundai,Verna 1.6 CRDI,1,0,1,0,0,1,0,0,0,1,0,0
2.15,2012.0,36000,19.81,1086.0,68.05,Hyundai,i10 Magna 1.1L,1,0,1,0,0,0,0,0,1,0,1,0
7.75,2019.0,6258,17.4,1197.0,81.86,Hyundai,i20 Sportz Plus CVT BSIV,0,0,1,0,0,0,0,0,1,1,0,0
3.6,2015.0,120000,20.0,1399.0,68.05,Ford,Figo Diesel EXI,1,0,1,0,0,1,0,0,0,0,1,0
7.5,2017.0,25000,20.14,1498.0,88.0,Volkswagen,Polo 2015-2019 1.5 TDI Highline,1,0,1,0,0,1,0,0,0,0,1,0
7.3,2017.0,80000,19.87,1461.0,83.8,Renault,Duster 85PS Diesel RxS,1,0,1,0,0,1,0,0,0,0,1,0
4.35,2013.0,62000,21.9,1396.0,88.76,Hyundai,i20 Magna 1.4 CRDi (Diesel),1,0,1,0,0,1,0,0,0,1,0,0
5.0,2012.0,138489,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,1,0,0
4.95,2017.0,21000,20.4,1197.0,83.11,Maruti,Swift LXI Optional-O,1,0,1,0,0,0,0,0,1,1,0,0
3.5,2016.0,30000,25.32,1198.0,77.0,Mahindra,KUV 100 mFALCON D75 K8,1,0,1,0,0,1,0,0,0,0,1,0
2.75,2008.0,85000,17.8,1248.0,75.0,Maruti,Swift Ldi BSIII,1,0,1,0,0,1,0,0,0,1,0,0
3.5,2009.0,15000,13.6,2523.0,63.0,Mahindra,Bolero DI DX 7 Seater,1,0,1,0,0,1,0,0,0,0,1,0
2.7,2014.0,80000,23.95,998.0,67.05,Maruti,Alto K10 VXI,1,0,1,0,0,0,0,0,1,0,1,0
8.5,2017.0,64500,24.3,1248.0,88.5,Maruti,Vitara Brezza ZDi,1,0,1,0,0,1,0,0,0,1,0,0
2.3,2010.0,171289,20.36,1197.0,78.9,Hyundai,i10 Magna 1.2 iTech SE,1,0,1,0,0,0,0,0,1,0,1,0
7.5,2014.0,110000,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,0,1,0
6.87,2016.0,23243,21.4,1197.0,83.1,Maruti,Baleno Alpha 1.2,1,0,1,0,0,0,0,0,1,1,0,0
3.0,2010.0,69000,20.36,1197.0,78.9,Hyundai,i10 Magna,1,0,1,0,0,0,0,0,1,1,0,0
9.7,2018.0,8600,17.4,1497.0,117.6,Honda,City i-VTEC V,1,0,1,0,0,0,0,0,1,0,1,0
7.5,2015.0,30000,28.09,1248.0,88.5,Maruti,Ciaz VDi Plus SHVS,1,0,1,0,0,1,0,0,0,0,1,0
2.45,2009.0,56700,20.36,1197.0,78.9,Hyundai,i10 Magna,1,0,1,0,0,0,0,0,1,1,0,0
4.3,2018.0,8000,24.04,999.0,67.0,Renault,KWID AMT,0,0,1,0,0,0,0,0,1,1,0,0
17.0,2014.0,65000,17.9,2143.0,136.0,Mercedes-Benz,GLA Class 200 CDI,0,0,1,0,0,1,0,0,0,1,0,0
7.75,2018.0,18000,28.4,1248.0,74.02,Maruti,Swift Dzire AMT VDI,0,0,1,0,0,1,0,0,0,1,0,0
4.21,2012.0,49508,21.5,1248.0,88.8,Maruti,SX4 VDI,1,0,1,0,0,1,0,0,0,1,0,0
6.75,2019.0,9000,17.19,1197.0,81.86,Hyundai,i20 Active SX Dual Tone Petrol,1,0,1,0,0,0,0,0,1,1,0,0
4.25,2016.0,64300,24.0,1120.0,70.0,Hyundai,Grand i10 CRDi Sportz,1,0,1,0,0,1,0,0,0,1,0,0
3.75,2012.0,70000,21.12,1248.0,88.8,Tata,Manza Aura Quadrajet BS IV,1,0,1,0,0,1,0,0,0,0,1,0
6.5,2015.0,68297,25.2,1248.0,74.0,Maruti,Swift VDI BSIV,1,0,1,0,0,1,0,0,0,1,0,0
10.5,2018.0,25000,17.4,1497.0,117.6,Honda,City i-VTEC VX,1,0,1,0,0,0,0,0,1,0,1,0
2.25,2008.0,60859,17.0,1086.0,5.0,Hyundai,Santro Xing XG eRLX Euro II,1,0,1,0,0,0,0,0,1,1,0,0
4.59,2011.0,41600,16.2,1599.0,103.2,Hyundai,Verna Transform VTVT,1,0,1,0,0,0,0,0,1,1,0,0
1.25,2006.0,139352,17.8,1399.0,5.0,Ford,Fiesta 1.4 SXi TDCi,1,0,1,0,0,1,0,0,0,1,0,0
6.9,2019.0,14000,21.21,1197.0,81.8,Maruti,Swift AMT VXI,0,0,1,0,0,0,0,0,1,0,1,0
6.5,2018.0,55000,25.4,1186.0,73.97,Hyundai,Xcent 1.2 CRDi SX,1,0,1,0,0,1,0,0,0,0,1,0
15.0,2019.0,20000,17.0,1956.0,138.1,Tata,Harrier XM BSIV,1,0,1,0,0,1,0,0,0,0,1,0
22.0,2017.0,14000,13.68,2393.0,147.51,Toyota,Innova Crysta 2016-2020 2.4 ZX AT,0,0,1,0,0,1,0,0,0,1,0,0
2.9,2017.0,35000,24.7,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,0,1,0
12.75,2012.0,95000,13.2,2400.0,215.0,Volvo,S60 D5 Kinetic,0,0,1,0,0,1,0,0,0,1,0,0
3.7,2015.0,62400,18.9,998.0,67.1,Maruti,Wagon R VXI,1,0,1,0,0,0,0,0,1,1,0,0
2.5,2009.0,39054,19.81,1086.0,68.05,Hyundai,i10 Era,1,0,1,0,0,0,0,0,1,1,0,0
3.11,2017.0,21444,24.7,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,1,0,0
17.0,2018.0,42000,17.1,1956.0,170.0,Jeep,Compass 2.0 Limited,1,0,1,0,0,1,0,0,0,0,1,0
9.0,2014.0,65436,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,1,0,0
3.75,2007.0,76600,10.5,2179.0,120.0,Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,1,0,1,0,0,1,0,0,0,1,0,0
3.4,2012.0,140000,22.9,1248.0,74.0,Maruti,Swift LDI,1,0,1,0,0,1,0,0,0,0,1,0
4.0,2008.0,132838,12.8,2494.0,102.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,1,0,0,1,0,1,0,0,0,0,1,0
5.0,2006.0,100000,13.4,1794.0,125.0,Toyota,Corolla Executive (HE),1,0,1,0,0,0,0,0,1,0,1,0
4.9,2014.0,50000,23.4,1248.0,74.0,Maruti,Swift Dzire VDI,1,0,1,0,0,1,0,0,0,0,1,0
4.45,2017.0,14000,21.5,1197.0,81.8,Maruti,Wagon R VXI 1.2 BSIV,1,0,1,0,0,0,0,0,1,1,0,0
2.29,2009.0,106742,19.0,998.0,66.1,Maruti,A Star Vxi,1,0,1,0,0,0,0,0,1,1,0,0
8.5,2017.0,20000,17.5,1199.0,88.7,Honda,WR-V i-VTEC VX,1,0,1,0,0,0,0,0,1,0,1,0
3.85,2012.0,80000,21.1,1248.0,73.9,Maruti,Ritz VDi,1,0,1,0,0,1,0,0,0,1,0,0
3.2,2017.0,39667,21.1,814.0,55.2,Hyundai,EON Era Plus,1,0,1,0,0,0,0,0,1,1,0,0
8.6,2018.0,31809,18.49,1493.0,100.0,Mahindra,TUV 300 T10,1,0,1,0,0,1,0,0,0,1,0,0
5.2,2020.0,1780,20.3,1086.0,68.07,Hyundai,Santro Magna,1,0,1,0,0,0,0,0,1,0,1,0
4.75,2012.0,123000,22.9,1248.0,74.0,Maruti,Swift ZDi,1,0,1,0,0,1,0,0,0,0,1,0
4.63,2016.0,38156,19.81,1086.0,68.05,Hyundai,i10 Magna 1.1L,1,0,1,0,0,0,0,0,1,1,0,0
4.0,2017.0,10000,23.01,999.0,67.0,Renault,KWID 1.0 RXT Optional,1,0,1,0,0,0,0,0,1,0,1,0
3.65,2015.0,21000,20.36,1197.0,78.9,Hyundai,i10 Magna,1,0,1,0,0,0,0,0,1,1,0,0
3.8,2013.0,67379,22.9,1248.0,74.0,Maruti,Swift LDI,1,0,1,0,0,1,0,0,0,1,0,0
6.9,2018.0,11000,17.8,1198.0,86.7,Honda,Amaze S i-VTEC,1,0,1,0,0,0,0,0,1,1,0,0
2.5,2010.0,70000,18.6,1199.0,79.4,Chevrolet,Beat LT,1,0,1,0,0,0,0,0,1,0,1,0
4.99,2017.0,24000,18.9,1197.0,82.0,Hyundai,Grand i10 Magna AT,0,0,1,0,0,0,0,0,1,1,0,0
2.5,2013.0,79002,19.4,1198.0,86.8,Honda,Brio E MT,1,0,1,0,0,0,0,0,1,1,0,0
4.5,2016.0,73575,18.6,1197.0,81.83,Hyundai,i20 Sportz 1.2,1,0,1,0,0,0,0,0,1,0,1,0
6.5,2018.0,40000,17.5,1373.0,91.1,Maruti,Ertiga LXI Option,1,0,1,0,0,0,0,0,1,0,1,0
8.35,2018.0,19000,17.5,1199.0,88.7,Honda,WR-V i-VTEC VX,1,0,1,0,0,0,0,0,1,0,1,0
9.4,2018.0,25000,18.0,1497.0,117.6,Honda,City i-VTEC CVT V,0,0,1,0,0,0,0,0,1,0,1,0
5.2,2015.0,80000,24.0,1120.0,70.0,Hyundai,Grand i10 CRDi Sportz,1,0,1,0,0,1,0,0,0,1,0,0
6.51,2013.0,59000,15.96,2523.0,62.1,Mahindra,Bolero 2011-2019 ZLX,1,0,1,0,0,1,0,0,0,0,1,0
11.0,2011.0,110000,14.42,1995.0,147.6,Nissan,X-Trail LE,1,0,1,0,0,1,0,0,0,0,1,0
7.25,2014.0,150000,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,0,1,0
11.2,2017.0,10000,14.3,1598.0,103.52,Skoda,Rapid 1.6 MPI AT Elegance Plus,0,0,1,0,0,0,0,0,1,1,0,0
6.75,2016.0,72000,27.39,1248.0,74.0,Maruti,Baleno Zeta Diesel,1,0,1,0,0,1,0,0,0,1,0,0
25.0,2017.0,100000,15.73,1968.0,174.33,Audi,Q3 2.0 TDI Quattro Premium Plus,0,0,1,0,0,1,0,0,0,1,0,0
3.8,2016.0,130000,22.95,1248.0,74.0,Tata,Bolt Quadrajet XM,1,0,1,0,0,1,0,0,0,0,1,0
7.25,2011.0,75000,17.2,1968.0,138.1,Skoda,Superb Elegance 2.0 TDI CR AT,0,0,1,0,0,1,0,0,0,1,0,0
5.3,2014.0,75000,22.54,1396.0,88.73,Hyundai,i20 2015-2017 Sportz 1.4 CRDi,1,0,1,0,0,1,0,0,0,1,0,0
7.1,2008.0,185000,12.8,2494.0,102.0,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII,1,0,1,0,0,1,0,0,0,1,0,0
4.65,2012.0,72200,21.9,1396.0,90.0,Hyundai,i20 1.4 CRDi Magna,1,0,1,0,0,1,0,0,0,1,0,0
1.42,2010.0,57000,17.0,1405.0,71.0,Tata,Indica Vista Aqua TDI BSIII,1,0,1,0,0,1,0,0,0,1,0,0
8.0,2015.0,70000,15.1,2179.0,140.0,Mahindra,XUV500 W4,1,0,1,0,0,1,0,0,0,0,1,0
5.35,2015.0,18745,18.6,1197.0,81.83,Hyundai,i20 Magna 1.2,1,0,1,0,0,0,0,0,1,1,0,0
6.8,2017.0,120000,22.77,1498.0,98.59,Ford,Ecosport 2015-2021 1.5 TDCi Titanium BSIV,1,0,1,0,0,1,0,0,0,0,1,0
3.45,2014.0,32599,19.69,1198.0,67.04,Nissan,Micra Active XV,1,0,1,0,0,0,0,0,1,1,0,0
4.0,2015.0,20365,20.51,998.0,67.0,Maruti,Wagon R AMT VXI,0,0,1,0,0,0,0,0,1,1,0,0
6.15,2019.0,20000,19.5,1199.0,88.76,Honda,Amaze Ace Edition Petrol BSIV,1,0,1,0,0,0,0,0,1,0,1,0
4.85,2014.0,36001,25.8,1498.0,98.6,Honda,Amaze S i-Dtech,1,0,1,0,0,1,0,0,0,1,0,0
9.0,2018.0,25000,25.5,1498.0,98.6,Honda,WR-V i-DTEC VX,1,0,1,0,0,1,0,0,0,0,1,0
7.0,2017.0,45400,18.88,999.0,123.24,Ford,Ecosport 2015-2021 1.0 Ecoboost Titanium Plus BSIV,1,0,1,0,0,0,0,0,1,1,0,0
6.95,2010.0,94000,16.0,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,1,0,0
19.5,2015.0,84000,18.25,1968.0,187.74,Audi,A4 35 TDI Technology,0,0,1,0,0,1,0,0,0,1,0,0
15.25,2012.0,85000,18.48,1995.0,177.0,BMW,5 Series 520d,0,0,1,0,0,1,0,0,0,1,0,0
7.0,2016.0,65000,17.8,1497.0,117.3,Honda,City i VTEC VX Option,1,0,1,0,0,0,0,0,1,1,0,0
4.5,2011.0,72001,20.0,1968.0,138.1,Skoda,Laura Ambiente 2.0 TDI CR AT,0,0,1,0,0,1,0,0,0,1,0,0
3.8,2012.0,153000,23.4,1248.0,74.0,Maruti,Swift Dzire Tour 2012-2018 LDI,1,0,1,0,0,1,0,0,0,1,0,0
12.0,2019.0,40000,16.36,2179.0,120.0,Mahindra,Scorpio S5 BSIV,1,0,1,0,0,1,0,0,0,0,1,0
9.9,2016.0,48000,15.4,1997.0,120.0,Mahindra,Scorpio 1.99 S4,1,0,1,0,0,1,0,0,0,1,0,0
4.0,2012.0,40000,22.9,1248.0,74.0,Maruti,Swift LDI,1,0,1,0,0,1,0,0,0,0,1,0
4.3,2016.0,100000,18.9,1197.0,82.0,Hyundai,Grand i10 Sportz,1,0,1,0,0,0,0,0,1,0,1,0
6.9,2017.0,24000,25.83,1498.0,99.0,Ford,Aspire 1.5 TDCi Titanium,1,0,1,0,0,1,0,0,0,1,0,0
4.7,2014.0,15408,18.9,1197.0,81.86,Hyundai,Grand i10 1.2 Kappa Asta,1,0,1,0,0,0,0,0,1,1,0,0
1.35,2007.0,55319,15.9,1298.0,85.0,Maruti,Esteem VXi BSIII CNG,1,0,1,0,1,0,0,0,0,1,0,0
5.85,2015.0,39800,18.7,1199.0,88.7,Honda,Jazz 1.2 VX i VTEC,1,0,1,0,0,0,0,0,1,1,0,0
3.22,2017.0,45138,22.5,999.0,67.0,Datsun,RediGO 1.0 T Option,1,0,1,0,0,0,0,0,1,1,0,0
27.0,2018.0,60000,14.24,2755.0,174.5,Toyota,Fortuner 2016-2021 2.8 2WD MT BSIV,1,0,1,0,0,1,0,0,0,0,1,0
11.0,2017.0,63000,21.38,1396.0,88.7,Hyundai,Creta 1.4 CRDi S Plus,1,0,1,0,0,1,0,0,0,0,1,0
29.5,2017.0,91795,13.5,1999.0,177.0,Jaguar,XE 2016-2019 2.0L Diesel Portfolio,0,0,1,0,0,1,0,0,0,1,0,0
4.3,2013.0,56000,19.1,1197.0,85.8,Maruti,Swift Dzire VXI,1,0,1,0,0,0,0,0,1,1,0,0
1.3,2011.0,120000,18.6,1199.0,79.4,Chevrolet,Beat LT,1,0,1,0,0,0,0,0,1,0,1,0
5.6,2017.0,19000,18.9,1197.0,82.0,Hyundai,Grand i10 Sportz Celebration Edition,1,0,1,0,0,0,0,0,1,0,1,0
5.95,2014.0,85000,23.4,1248.0,74.0,Maruti,Swift Dzire VDI,1,0,1,0,0,1,0,0,0,1,0,0
7.93,2018.0,50000,28.4,1248.0,74.0,Maruti,Swift AMT ZDI,0,0,1,0,0,1,0,0,0,0,1,0
7.25,2019.0,40000,22.54,1396.0,88.76,Hyundai,i20 Diesel Sportz,1,0,1,0,0,1,0,0,0,0,1,0
3.75,2009.0,55000,16.1,1476.3274007038713,5.0,Maruti,Swift 1.3 VXi,1,0,1,0,0,0,0,0,1,1,0,0
5.2,2018.0,42000,23.84,1199.0,84.0,Tata,Tiago 1.2 Revotron XT Option,1,0,1,0,0,0,0,0,1,1,0,0
3.65,2012.0,119000,23.59,1364.0,67.04,Toyota,Etios Liva 1.4 GD,1,0,1,0,0,1,0,0,0,1,0,0
12.0,2018.0,45906,17.3,1497.0,121.0,Mahindra,Marazzo M8,1,0,1,0,0,1,0,0,0,0,1,0
5.7,2017.0,39000,18.6,1197.0,81.83,Hyundai,i20 1.2 Spotz,1,0,1,0,0,0,0,0,1,0,1,0
4.75,2017.0,70000,20.85,1197.0,83.14,Maruti,Swift Dzire VXI Optional,1,0,1,0,0,0,0,0,1,0,1,0
7.5,2018.0,30000,17.0,1198.0,108.5,Tata,Nexon 1.2 Revotron XM,1,0,1,0,0,0,0,0,1,0,1,0
5.5,2016.0,29456,17.5,1197.0,85.8,Maruti,Swift Dzire 1.2 Vxi BSIV,1,0,1,0,0,0,0,0,1,1,0,0
4.8,2014.0,90000,23.59,1364.0,67.04,Toyota,Etios GD SP,1,0,1,0,0,1,0,0,0,0,1,0
8.25,2018.0,33000,17.5,1199.0,88.7,Honda,WR-V i-VTEC VX,1,0,1,0,0,0,0,0,1,1,0,0
3.0,2006.0,120000,13.6,2523.0,63.0,Mahindra,Bolero SLX,1,0,1,0,0,1,0,0,0,0,1,0
4.03,2013.0,60343,19.0,1086.0,68.1,Hyundai,i10 LPG,1,0,1,0,0,0,0,1,0,1,0,0
2.75,2014.0,50000,19.09,1405.0,69.01,Tata,Indigo LS (TDI) BS-III,1,0,1,0,0,1,0,0,0,0,1,0
12.25,2015.0,192000,12.99,2494.0,100.6,Toyota,Innova 2.5 G (Diesel) 8 Seater,1,0,0,1,0,1,0,0,0,1,0,0
12.95,2015.0,89000,19.3,1968.0,141.0,Skoda,Octavia Style Plus 2.0 TDI AT,0,0,1,0,0,1,0,0,0,1,0,0
6.0,2012.0,137801,17.72,1968.0,108.49,Skoda,Yeti Ambition 4X2,1,0,1,0,0,1,0,0,0,0,1,0
24.5,2013.0,122000,11.1,2400.0,200.0,Volvo,XC 90 D5 AT AWD,0,0,1,0,0,1,0,0,0,1,0,0
5.8,2018.0,25000,20.89,1197.0,81.8,Maruti,Ignis 1.2 AMT Delta BSIV,0,0,1,0,0,0,0,0,1,0,1,0
3.8,2017.0,50000,20.51,998.0,67.04,Maruti,Wagon R LXI,1,0,1,0,0,0,0,0,1,0,1,0
6.9,2017.0,70000,28.4,1248.0,74.02,Maruti,Swift Dzire VDI,1,0,1,0,0,1,0,0,0,0,1,0
